video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7011536772089924869,2021-09-24T18:23:41,5,US,382200,2370,17100,4900000,IYKYK 🪑🪑🪑🪑 @blank.antho,False,"we’re LIVE with chair 
🪑🪑🪑🪑🪑🪑🪑",tiktok,TikTok,89900000,6,385500000,1187,2944,True,,,
